;;;vest;bo31;bo31hk;bo3_nw;doelgroep;ephh;groei_jong;groei_llvo;kernen500;lidr_w_nw;inwo;inw75+dr;wad1;wad3;wad2;jong;kernen;LOdr;ll_so;ll_vo;loonksub;nwmigr;cf.landelijk;cf.lokaal;cf.regionaal;oeverdhbftot;oeverbftot;oadw;goab;opbebnk;opbebnkbfnk;opbebk;opbebkbfk;biwa;buiwamax;histk40;histk65;histk4164;landbftot;land;WOZnwe70;WOZnwg70;WOZwe80;vast;Amsterdam;Den Haag;Rotterdam;woonr;woonrbfk
CBS;Naam;Prov;bedrijven;bewoonde oorden 1930;historische woningen in bewoonde oorden 1930;bijstandsontvangers;doelgroepenregister gemeentelijke doelgroep;éénpersoonshuishoudens;extra groei jongeren;extra groei leerlingen voortgezet onderwijs;grote woonkernen;huishoudens met een laag inkomen met drempel;inwoners;inwoners 75+ met drempel;inwoners waddengemeenten (<2500 inwoners);inwoners waddengemeenten (>7500 inwoners);inwoners waddengemeenten (2500 tot 7500 inwoners);jongeren;kernen;laag opleidingsniveau met drempel;leerlingen (voortgezet) speciaal onderwijs;leerlingen voortgezet onderwijs;loonkostensubsidie;migratieachtergrond;landelijke centrumfunctie;lokale centrumfunctie;regionale centrumfunctie;(oeverlengte+2*veen/kleiveengebied)*bf.gemeente*dh.factor;oeverlengte*bodemfactor gemeente;omgevingsadressendichtheid;onderwijsachterstand;oppervlak bebouwing buitengebied;oppervlak bebouwing buitengebied ∗ bodemfactor buitengebied;oppervlak bebouwing woonkern;oppervlak bebouwing woonkern ∗ bodemfactor woonkern;oppervlak binnenwater;oppervlak buitenwater;oppervlak historische kern < 40 ha;oppervlak historische kern > 65 ha;oppervlak historische kern 40 tot 65 ha;oppervlak land * bodemfactor gemeente;oppervlak land;ozb niet-woningen eigenaren;ozb niet-woningen gebruikers;ozb woningen eigenaren;vast bedrag;vast bedrag Amsterdam;verkiezingen Den Haag;vast bedrag Rotterdam;woonruimten;woonruimten ∗ bodemfactor woonkern
356;Nieuwegein;6;8.832,40;567,00;0,00;1.219,92;508,24;11.944,63;0,00;0,00;1,00;5.439,69;67.516,10;2.491,58;0,00;0,00;0,00;12.260,95;1,00;6.110,74;434,36;3.759,18;91,15;14.619,97;57.944,88;70.186,90;56.499,29;85.195,34;2.470,38;64.670,41;3.634,37;34,12;39,24;307,33;346,79;247,00;0,00;0,00;0,00;0,00;2.641,38;2.317,00;1.528.657.427,55;1.526.854.765,48;10.744.209.246,48;1,00;0,00;0,00;0,00;31.857,34;35.998,80
589;Oudewater;6;1.839,22;707,00;707,00;85,72;36,15;1.469,58;0,00;0,00;1,00;660,25;10.467,89;614,14;0,00;0,00;0,00;2.031,98;3,00;1.097,48;0,00;0,00;15,01;568,49;849,16;9.573,24;808,72;32.207,72;4.676,80;4.188,93;86,29;33,12;52,66;53,58;80,79;107,00;0,00;13,00;0,00;0,00;6.166,74;3.903,00;141.689.237,98;122.220.487,72;1.765.407.044,86;1,00;0,00;0,00;0,00;4.638,90;7.004,74
339;Renswoude;6;997,54;0,00;0,00;30,93;24,10;620,12;0,00;0,00;1,00;378,96;5.845,03;108,51;0,00;0,00;0,00;1.423,71;1,00;382,38;0,00;0,00;5,36;226,42;353,82;4.215,46;475,12;1.233,87;395,00;1.217,35;179,71;31,11;31,11;35,38;35,33;12,00;0,00;0,00;0,00;0,00;1.839,00;1.839,00;138.444.446,27;126.186.344,25;983.360.738,26;1,00;0,00;0,00;0,00;2.266,94;2.266,94
340;Rhenen;6;3.044,58;872,00;872,00;235,31;151,16;2.702,92;0,00;0,00;2,00;1.540,33;20.614,31;1.143,68;0,00;0,00;0,00;4.168,56;8,00;2.128,39;0,00;204,00;42,89;1.417,30;4.609,71;18.630,92;6.419,23;3.337,30;716,00;8.217,78;971,77;37,13;37,13;102,10;101,96;177,00;0,00;5,00;0,00;0,00;4.198,00;4.198,00;268.236.114,64;246.604.169,92;3.451.359.613,37;1,00;0,00;0,00;0,00;8.789,07;8.789,07
342;Soest;6;7.990,72;1.926,00;0,00;628,28;345,04;7.307,54;0,00;0,00;2,00;2.934,18;48.522,27;3.063,01;0,00;0,00;0,00;9.348,54;4,00;3.523,35;630,21;1.050,40;39,68;6.687,59;25.939,74;46.167,88;26.364,32;4.166,19;403,00;32.935,32;2.400,78;23,08;23,08;253,75;253,39;18,00;0,00;0,00;0,00;0,00;4.625,00;4.625,00;797.497.695,69;790.287.047,45;9.242.162.544,59;1,00;0,00;0,00;0,00;22.178,67;22.178,67
1904;Stichtse Vecht;6;10.604,07;1.520,00;0,00;670,64;257,41;9.831,31;0,00;0,00;6,00;4.060,15;66.850,93;3.145,77;0,00;0,00;0,00;13.363,76;17,00;4.496,29;326,77;2.684,79;61,12;7.965,71;20.258,47;55.943,30;19.288,00;185.769,71;15.756,32;36.290,38;1.797,48;61,22;92,44;287,11;352,64;1.082,00;0,00;0,00;0,00;0,00;13.632,00;9.600,00;836.435.196,20;797.137.163,28;13.232.294.927,41;1,00;0,00;0,00;0,00;30.116,50;37.043,29
344;Utrecht;6;65.453,26;39.725,00;37.288,00;9.699,87;2.376,92;98.594,64;0,00;5.455,80;2,00;24.990,92;380.864,28;0,00;0,00;0,00;0,00;71.148,83;5,00;7.138,54;8.866,76;14.706,33;430,00;95.737,49;839.836,89;420.899,02;749.462,28;230.056,84;5.473,52;647.227,33;21.510,69;88,31;95,38;1.271,76;1.295,36;552,00;0,00;0,00;132,00;0,00;9.743,76;9.369,00;9.507.960.773,40;9.507.960.773,40;73.902.036.853,20;1,00;0,00;0,00;0,00;177.712,06;181.266,30
1581;Utrechtse Heuvelrug;6;8.936,31;1.930,00;0,00;593,66;267,27;7.946,35;0,00;0,00;6,00;2.492,15;51.500,39;3.949,30;0,00;0,00;0,00;10.028,91;16,00;2.874,72;577,25;1.763,19;87,93;4.342,08;18.024,38;46.895,73;19.844,00;6.370,98;1.673,00;20.070,65;805,10;75,27;75,27;258,80;258,43;189,00;0,00;0,00;0,00;0,00;13.205,00;13.205,00;683.929.985,86;640.666.096,40;10.782.150.990,81;1,00;0,00;0,00;0,00;25.182,74;25.182,74
345;Veenendaal;6;9.372,73;2.384,00;0,00;1.099,58;652,83;10.227,01;0,00;0,00;1,00;5.751,39;71.118,95;2.069,38;0,00;0,00;0,00;15.289,12;1,00;5.997,14;1.730,04;4.547,98;132,97;9.898,57;83.813,86;79.891,56;89.181,75;34.159,76;958,00;70.213,02;3.456,00;5,02;5,02;366,97;366,45;37,00;0,00;0,00;0,00;0,00;1.936,00;1.936,00;1.238.068.303,35;1.227.252.330,98;10.682.163.335,17;1,00;0,00;0,00;0,00;30.607,25;30.607,25
1961;Vijfheerenlanden;6;8.666,14;2.225,00;1.400,00;689,80;392,14;7.530,97;138,92;0,00;6,00;4.582,65;63.235,94;2.502,98;0,00;0,00;0,00;13.355,64;20,00;7.334,02;145,45;1.291,99;120,10;7.987,27;18.287,21;60.664,21;21.208,72;55.720,92;6.951,68;25.591,70;3.150,26;112,40;144,99;335,63;405,54;712,00;0,00;20,00;0,00;0,00;18.712,32;14.619,00;1.031.122.698,77;973.076.980,41;9.388.573.040,35;1,00;0,00;0,00;0,00;26.658,02;32.256,21
352;Wijk bij Duurstede;6;3.423,85;591,00;591,00;247,08;134,73;3.129,13;0,00;0,00;3,00;1.452,28;24.090,80;1.012,18;0,00;0,00;0,00;4.604,20;5,00;1.656,12;139,47;529,60;32,17;1.492,77;6.944,89;23.210,30;9.512,58;7.791,19;1.408,32;12.268,70;706,28;37,13;40,10;104,13;112,30;279,00;0,00;13,00;0,00;0,00;5.142,96;4.762,00;237.230.327,20;210.911.461,11;4.176.716.490,21;1,00;0,00;0,00;0,00;10.659,17;11.511,90
632;Woerden;6;8.536,25;1.651,00;1.651,00;637,69;323,13;7.478,81;0,00;0,00;4,00;3.114,91;54.564,43;2.168,06;0,00;0,00;0,00;11.127,67;10,00;3.808,62;840,83;4.244,78;79,35;5.743,70;25.666,79;53.223,97;24.767,09;238.582,75;15.871,92;33.686,96;1.122,81;65,23;111,54;269,92;369,27;393,00;0,00;9,00;0,00;0,00;14.594,36;8.899,00;854.101.284,40;813.721.654,24;8.929.701.120,72;1,00;0,00;0,00;0,00;23.540,85;32.250,96
351;Woudenberg;6;2.093,80;0,00;0,00;100,85;85,44;1.619,19;14,42;0,00;1,00;733,25;14.920,91;560,13;0,00;0,00;0,00;3.497,32;2,00;950,59;0,00;0,00;15,01;1.068,37;3.406,74;14.061,64;3.891,97;2.408,57;601,00;6.018,56;294,63;37,13;37,13;68,74;68,65;31,00;0,00;0,00;0,00;0,00;3.652,00;3.652,00;218.482.641,77;193.245.372,92;2.508.618.860,21;1,00;0,00;0,00;0,00;5.970,79;5.970,79
355;Zeist;6;11.191,17;4.932,00;0,00;1.195,72;462,24;12.616,92;0,00;0,00;3,00;4.530,45;67.397,83;3.659,57;0,00;0,00;0,00;13.601,38;4,00;2.901,46;3.888,96;5.127,18;119,03;10.045,60;53.122,88;67.184,52;53.052,12;7.811,40;570,00;52.390,76;2.788,34;25,09;25,09;290,14;289,73;14,00;0,00;0,00;0,00;0,00;4.851,00;4.851,00;1.269.795.155,62;1.247.802.678,48;14.624.087.384,01;1,00;0,00;0,00;0,00;32.082,52;32.082,52
358;Aalsmeer;7;5.673,52;1.605,00;0,00;270,27;134,73;4.885,14;0,00;0,00;2,00;2.246,60;33.612,48;1.423,04;0,00;0,00;0,00;6.651,42;3,00;3.020,63;0,00;0,00;23,59;4.204,86;5.863,23;29.366,69;5.357,78;103.269,99;4.419,39;13.675,12;893,92;65,23;75,02;243,64;318,71;1.232,00;0,00;0,00;0,00;0,00;2.455,08;1.996,00;838.958.923,09;838.958.923,09;6.533.121.999,65;1,00;0,00;0,00;0,00;13.925,79;18.242,78
361;Alkmaar;7;17.098,48;7.019,00;7.019,00;2.383,03;1.414,10;22.705,14;0,00;0,00;5,00;10.301,78;114.126,75;4.373,67;0,00;0,00;0,00;20.561,51;12,00;8.588,92;3.410,04;5.157,58;337,78;16.157,83;126.099,87;120.337,73;128.445,17;211.918,90;12.205,52;133.179,77;5.335,63;90,32;107,48;503,45;547,98;727,00;0,00;0,00;0,00;47,00;12.768,12;11.007,00;2.571.317.163,50;2.525.890.079,57;18.811.070.463,86;1,00;0,00;0,00;0,00;55.934,38;60.968,48
362;Amstelveen;7;14.677,37;1.241,00;0,00;1.072,01;430,47;19.823,07;164,00;0,00;1,00;6.225,93;96.866,62;3.911,48;0,00;0,00;0,00;19.840,51;6,00;2.779,37;424,40;4.971,98;77,21;29.041,95;74.735,96;97.521,68;67.063,22;204.619,97;5.070,12;115.794,69;1.606,39;26,09;34,70;320,47;419,22;286,00;0,00;0,00;0,00;0,00;5.441,04;4.122,00;2.236.022.020,20;2.197.445.052,10;22.387.861.020,24;1,00;0,00;0,00;0,00;44.933,91;58.863,42
363;Amsterdam;7;217.671,84;200.691,00;198.362,00;35.939,44;6.361,81;279.208,10;0,00;1.774,60;4,00;86.073,56;944.713,89;0,00;0,00;0,00;0,00;147.515,21;24,00;52.846,23;16.995,22;35.839,83;1.561,29;340.757,30;2.286.346,19;1.009.405,53;1.760.717,76;1.506.084,32;19.554,54;3.094.726,81;70.189,77;300,06;366,07;2.357,51;2.942,72;3.340,00;2.074,00;19,00;425,00;0,00;23.310,96;18.952,00;23.584.588.273,66;23.584.588.273,66;230.089.450.562,03;1,00;1,00;0,00;0,00;504.849,40;631.061,75
373;Bergen (NH.);7;5.496,87;1.819,00;0,00;290,78;166,49;5.506,24;0,00;0,00;5,00;1.731,03;30.046,02;4.075,68;0,00;0,00;0,00;4.225,43;6,00;2.193,78;0,00;1.369,59;35,39;1.366,33;3.538,16;24.726,65;4.215,46;7.397,25;2.352,52;15.810,44;76,86;30,11;31,01;193,09;198,60;98,00;2.074,00;0,00;0,00;0,00;10.146,53;9.851,00;606.054.984,84;568.920.146,38;9.175.652.898,66;1,00;0,00;0,00;0,00;19.002,93;19.573,02
375;Beverwijk;7;6.291,78;3.506,00;2.217,00;887,80;358,18;7.812,49;0,00;0,00;2,00;3.903,05;43.509,21;1.390,61;0,00;0,00;0,00;8.139,10;2,00;5.139,46;465,19;1.162,39;75,06;7.689,31;25.555,59;43.074,52;25.848,76;14.511,38;610,79;57.850,88;3.671,69;48,17;50,58;202,19;205,94;52,00;118,00;17,00;0,00;0,00;1.894,17;1.839,00;873.570.034,66;863.835.659,53;6.474.647.076,04;1,00;0,00;0,00;0,00;20.434,79;20.843,48
376;Blaricum;7;2.592,57;779,00;0,00;104,88;36,15;1.678,25;1.000,56;0,00;2,00;462,32;13.088,14;832,53;0,00;0,00;0,00;3.063,71;3,00;356,52;0,00;0,00;5,36;1.624,11;748,07;8.521,90;737,96;3.378,20;406,00;5.980,50;170,46;2,01;2,01;67,73;67,64;455,00;0,00;0,00;0,00;0,00;1.101,00;1.101,00;139.526.043,50;133.396.992,50;4.546.760.090,76;1,00;0,00;0,00;0,00;5.446,72;5.446,72
377;Bloemendaal;7;4.468,15;2.464,00;0,00;214,81;73,39;3.259,06;0,00;0,00;3,00;731,30;23.849,19;2.288,93;0,00;0,00;0,00;5.111,94;5,00;0,00;0,00;1.495,99;8,58;1.605,49;1.253,52;14.728,84;1.122,10;7.108,53;1.182,71;12.121,41;0,00;10,04;10,04;113,23;116,46;79,00;457,00;0,00;0,00;0,00;4.026,87;3.987,00;210.911.461,11;200.816.553,57;8.704.282.522,08;1,00;0,00;0,00;0,00;10.871,22;11.197,36
383;Castricum;7;5.392,96;0,00;0,00;347,25;198,26;5.567,27;0,00;0,00;3,00;1.743,10;37.017,20;2.929,65;0,00;0,00;0,00;6.568,15;7,00;1.491,48;66,15;2.529,59;57,90;1.871,11;9.623,78;32.783,54;10.493,16;18.941,38;2.045,68;23.247,44;0,00;21,07;22,13;178,94;184,04;569,00;518,00;0,00;0,00;0,00;5.152,16;4.954,00;394.061.926,49;384.688.083,77;7.712.887.061,48;1,00;0,00;0,00;0,00;17.056,08;17.567,77
400;Den Helder;7;5.252,68;7.694,00;0,00;1.394,39;926,67;11.475,11;0,00;0,00;2,00;6.522,28;57.279,71;3.467,01;0,00;0,00;0,00;9.668,42;5,00;7.684,59;1.468,62;1.879,19;138,33;6.787,56;47.573,03;59.734,18;62.817,43;51.222,68;3.034,74;52.876,67;4.237,28;50,18;56,70;296,21;316,49;351,00;10.000,00;0,00;0,00;0,00;4.999,44;4.504,00;992.545.730,67;976.682.304,53;7.162.954.955,47;1,00;0,00;0,00;0,00;31.122,23;33.300,79
384;Diemen;7;5.283,85;763,00;0,00;406,08;162,11;7.733,74;450,98;0,00;1,00;1.930,86;33.590,24;381,39;0,00;0,00;0,00;5.800,44;1,00;924,44;0,00;0,00;28,95;10.744,45;6.065,41;26.283,44;5.206,14;104.878,93;1.554,65;49.238,57;1.278,73;5,02;7,58;102,10;162,12;110,00;110,00;0,00;0,00;0,00;1.833,65;1.183,00;703.038.203,71;696.909.152,70;6.752.737.743,28;1,00;0,00;0,00;0,00;16.810,71;26.729,03
1980;Dijk en Waard;7;11.471,73;1.101,00;0,00;1.095,54;1.003,34;11.993,85;0,00;0,00;2,00;5.662,80;91.736,29;3.489,63;0,00;0,00;0,00;18.556,94;9,00;7.695,81;1.757,03;3.679,98;240,20;10.895,39;104.163,31;101.646,16;108.065,39;84.655,23;6.212,96;57.883,97;4.381,38;46,16;48,47;473,12;477,18;540,00;0,00;0,00;0,00;0,00;6.346,86;6.162,00;1.415.810.782,54;1.382.641.800,62;14.416.523.723,87;1,00;0,00;0,00;0,00;38.900,52;39.289,52
498;Drechterland;7;3.034,19;596,00;0,00;155,98;159,92;2.589,73;0,00;0,00;3,00;1.422,12;20.699,22;1.072,38;0,00;0,00;0,00;3.926,87;12,00;2.735,06;0,00;0,00;48,25;1.018,38;2.173,44;16.649,55;2.699,11;16.002,79;2.922,50;4.738,64;666,98;58,21;73,34;126,37;153,95;68,00;2.105,00;0,00;0,00;0,00;7.356,25;5.885,00;220.645.836,24;204.782.410,11;3.276.827.589,46;1,00;0,00;0,00;0,00;9.077,86;11.074,99
385;Edam-Volendam;7;6.333,35;1.933,00;950,00;258,84;221,26;4.586,90;0,00;0,00;2,00;2.099,57;37.544,89;1.792,33;0,00;0,00;0,00;6.842,33;12,00;4.983,30;195,26;1.376,79;39,68;2.335,71;13.899,90;35.310,80;14.243,60;122.534,91;7.470,90;21.899,53;1.028,29;29,10;39,29;186,01;252,62;303,00;2.241,00;31,00;0,00;0,00;7.364,25;5.455,00;610.020.841,37;583.701.975,28;6.132.725.003,63;1,00;0,00;0,00;0,00;16.490,61;22.427,23
388;Enkhuizen;7;2.649,72;2.330,00;2.330,00;300,19;258,50;3.464,78;0,00;0,00;1,00;1.994,03;19.052,46;1.016,35;0,00;0,00;0,00;3.502,40;1,00;2.044,95;0,00;1.133,59;45,04;1.508,46;9.795,64;19.257,68;11.605,15;34.298,89;1.668,59;12.750,17;900,63;23,08;27,47;102,10;125,41;230,00;10.000,00;0,00;0,00;54,00;1.529,44;1.264,00;308.255.212,39;302.126.161,39;2.670.652.427,16;1,00;0,00;0,00;0,00;9.172,78;11.282,52
1942;Gooise Meren;7;12.879,71;6.822,00;651,00;789,64;231,12;10.625,65;0,00;0,00;3,00;3.339,22;61.668,03;3.170,16;0,00;0,00;0,00;13.955,79;9,00;1.112,31;541,41;3.024,79;39,68;6.680,73;40.082,25;61.665,00;39.384,73;46.174,21;3.229,05;54.117,16;279,43;16,06;16,70;263,86;268,75;1.283,00;2.101,00;27,00;0,00;0,00;4.261,11;4.137,00;715.296.305,72;694.745.958,23;14.883.876.739,29;1,00;0,00;0,00;0,00;28.407,96;28.976,12
392;Haarlem;7;29.993,78;30.680,00;30.680,00;3.239,57;913,52;35.241,34;0,00;0,00;1,00;13.209,94;170.582,58;4.043,40;0,00;0,00;0,00;33.370,82;2,00;9.452,95;5.819,01;9.308,76;239,13;31.959,87;230.667,54;187.663,79;211.096,49;121.177,35;1.884,68;306.273,19;7.458,56;4,01;4,30;605,55;634,93;296,00;0,00;0,00;107,00;0,00;3.087,78;2.913,00;3.439.479.211,98;3.391.167.868,75;36.639.672.936,39;1,00;0,00;0,00;0,00;81.935,04;86.031,80
394;Haarlemmermeer;7;27.053,11;4.976,00;0,00;1.909,05;899,29;22.672,65;0,00;0,00;9,00;8.984,16;167.056,56;4.011,67;0,00;0,00;0,00;33.427,68;29,00;11.354,92;2.787,14;5.880,77;169,43;35.765,81;100.615,04;152.100,27;94.003,75;137.664,92;13.326,08;108.209,71;5.174,20;272,96;319,37;881,54;1.003,53;921,00;0,00;0,00;0,00;0,00;22.863,60;19.710,00;4.170.278.411,42;4.170.278.411,42;30.836.371.548,21;1,00;0,00;0,00;0,00;69.454,24;79.177,84
396;Heemskerk;7;4.462,96;780,00;0,00;731,48;279,32;6.048,60;0,00;0,00;1,00;3.196,53;39.809,31;2.416,69;0,00;0,00;0,00;7.128,69;3,00;4.266,94;2.727,83;1.062,40;60,05;5.101,70;24.079,68;41.174,02;24.979,38;18.417,40;1.157,70;43.950,59;3.052,35;13,05;13,31;159,73;161,10;44,00;395,00;0,00;0,00;0,00;2.782,56;2.728,00;400.551.509,91;386.851.278,24;6.604.541.753,67;1,00;0,00;0,00;0,00;18.397,06;18.581,03
397;Heemstede;7;4.852,62;3.226,00;0,00;240,69;72,29;4.445,16;0,00;0,00;1,00;1.186,64;27.939,30;2.797,26;0,00;0,00;0,00;5.994,40;1,00;171,97;0,00;1.483,99;31,10;2.446,46;7.915,36;25.666,79;7.430,13;21.610,97;729,30;23.708,81;0,00;6,02;6,20;118,28;120,48;48,00;0,00;0,00;0,00;0,00;934,32;916,00;252.012.156,10;236.869.794,79;7.865.100.412,26;1,00;0,00;0,00;0,00;13.222,98;13.487,44
399;Heiloo;7;3.564,13;929,00;0,00;257,16;175,26;3.961,86;0,00;0,00;1,00;1.280,23;24.606,36;2.244,58;0,00;0,00;0,00;4.320,88;3,00;776,77;0,00;209,60;33,24;1.469,25;9.522,69;24.514,37;10.513,38;14.784,24;948,63;15.783,42;0,00;8,03;8,35;123,33;125,62;32,00;0,00;0,00;0,00;0,00;1.925,07;1.869,00;314.384.263,40;288.065.397,31;5.548.422.141,00;1,00;0,00;0,00;0,00;11.453,86;11.682,94
402;Hilversum;7;16.688,04;13.746,00;0,00;2.029,73;594,78;18.883,05;0,00;0,00;2,00;7.993,66;95.422,04;3.441,34;0,00;0,00;0,00;19.207,87;5,00;6.032,18;3.833,03;6.543,97;137,26;16.926,27;104.082,44;103.698,29;100.190,46;15.640,52;768,00;125.451,20;3.681,20;11,04;11,04;394,27;393,71;89,00;0,00;0,00;0,00;0,00;4.546,00;4.546,00;2.009.247.132,95;1.958.051.530,42;18.669.570.076,20;1,00;0,00;0,00;0,00;44.612,80;44.612,80
1911;Hollands Kroon;7;7.429,61;0,00;0,00;481,38;446,90;7.724,88;0,00;0,00;11,00;4.531,49;50.526,89;2.291,61;0,00;0,00;0,00;9.038,82;31,00;5.330,55;0,00;767,20;101,87;2.190,64;5.024,18;46.238,64;14.809,71;20.426,16;12.891,04;9.995,56;2.024,26;274,97;313,47;301,26;336,93;1.784,00;10.000,00;0,00;0,00;0,00;40.396,37;35.749,00;1.261.142.377,73;1.261.142.377,73;6.896.916.371,72;1,00;0,00;0,00;0,00;22.361,43;25.044,81
405;Hoorn;7;10.443,01;3.299,00;3.299,00;1.414,89;1.006,63;13.202,58;0,00;0,00;1,00;7.050,41;76.864,92;2.983,26;0,00;0,00;0,00;14.787,47;1,00;6.701,40;2.601,23;5.531,17;171,57;12.427,37;85.967,08;86.320,89;87.685,61;143.659,13;2.764,79;62.007,40;5.270,86;4,01;4,90;373,04;476,81;134,00;3.154,00;0,00;0,00;46,00;2.613,66;2.058,00;1.169.206.612,63;1.156.948.510,61;11.390.558.020,43;1,00;0,00;0,00;0,00;35.473,34;45.405,88
406;Huizen;7;6.374,91;1.923,00;0,00;632,99;245,36;6.766,16;0,00;0,00;1,00;3.263,93;41.645,11;2.741,00;0,00;0,00;0,00;7.689,24;5,00;3.318,69;1.140,56;1.847,19;54,69;5.230,10;27.688,60;44.600,98;27.921,10;8.338,13;472,00;40.345,88;1.305,75;5,02;5,02;171,86;171,62;751,00;0,00;0,00;0,00;0,00;1.581,00;1.581,00;420.020.260,16;403.796.301,62;8.238.268.627,05;1,00;0,00;0,00;0,00;19.566,38;19.566,38
1598;Koggenland;7;3.673,24;0,00;0,00;185,56;211,40;3.058,26;0,00;0,00;6,00;1.419,68;24.080,69;1.068,56;0,00;0,00;0,00;4.523,98;19,00;2.076,77;0,00;0,00;42,89;1.093,85;1.192,86;16.942,71;1.374,83;24.867,34;7.626,35;4.605,77;310,33;63,22;80,29;137,49;171,62;293,00;50,00;0,00;0,00;0,00;10.243,82;8.066,00;380.361.694,83;337.818.870,19;3.669.636.236,61;1,00;0,00;0,00;0,00;10.303,73;12.879,66
415;Landsmeer;7;2.249,66;0,00;0,00;111,94;47,10;1.490,25;0,00;0,00;1,00;705,43;11.873,04;660,20;0,00;0,00;0,00;2.415,84;6,00;717,83;0,00;0,00;9,65;1.338,89;465,01;6.975,22;384,14;47.170,24;5.205,74;5.319,27;251,80;8,03;9,79;51,56;64,36;406,00;0,00;0,00;0,00;0,00;2.738,90;2.245,00;106.717.594,00;99.867.478,17;2.639.406.284,77;1,00;0,00;0,00;0,00;5.027,66;6.284,58
417;Laren;7;2.769,22;1.634,00;0,00;100,51;35,05;1.924,33;0,00;0,00;1,00;418,70;11.599,09;1.637,39;0,00;0,00;0,00;2.181,26;1,00;422,20;0,00;1.431,99;9,65;983,09;1.435,48;9.856,29;1.455,70;628,71;68,00;6.653,91;0,00;1,00;1,00;76,83;76,72;2,00;0,00;0,00;0,00;0,00;1.239,00;1.239,00;202.619.215,63;190.361.113,62;4.620.858.085,57;1,00;0,00;0,00;0,00;5.930,40;5.930,40
420;Medemblik;7;7.050,33;1.776,00;803,00;462,89;477,57;6.385,23;0,00;0,00;6,00;3.845,26;46.434,76;2.189,25;0,00;0,00;0,00;8.595,05;24,00;5.852,50;0,00;320,00;106,16;2.789,52;12.585,73;42.296,13;15.507,23;72.148,20;11.204,70;11.019,36;2.252,40;93,33;121,33;322,49;415,42;614,00;10.000,00;31,00;0,00;0,00;15.733,90;12.103,00;895.562.511,80;850.135.427,87;7.160.276.714,70;1,00;0,00;0,00;0,00;20.870,00;26.922,30
431;Oostzaan;7;1.439,16;797,00;0,00;89,08;27,38;1.239,25;0,00;0,00;1,00;583,13;9.839,11;533,92;0,00;0,00;0,00;1.833,96;3,00;777,56;0,00;0,00;7,51;892,92;343,71;5.539,74;283,05;69.041,43;4.688,44;4.497,36;177,23;3,01;3,58;49,54;66,28;451,00;0,00;0,00;0,00;0,00;1.433,44;1.156,00;163.681.715,12;160.076.391,00;1.960.918.621,51;1,00;0,00;0,00;0,00;4.222,87;5.658,65
432;Opmeer;7;1.943,13;0,00;0,00;97,49;122,68;1.875,12;0,00;0,00;1,00;978,49;12.627,17;641,86;0,00;0,00;0,00;2.274,68;6,00;1.289,16;0,00;0,00;30,02;603,77;2.203,77;11.766,90;2.719,33;7.661,35;2.039,80;3.271,22;323,09;32,11;39,82;83,91;102,22;49,00;0,00;0,00;0,00;0,00;5.141,04;4.146,00;196.490.164,63;178.103.011,61;1.875.661.290,14;1,00;0,00;0,00;0,00;5.516,39;6.730,00
437;Ouder-Amstel;7;3.439,44;0,00;0,00;169,76;61,34;2.443,06;0,00;98,00;2,00;853,80;14.690,42;687,85;0,00;0,00;0,00;2.958,10;3,00;348,23;268,10;78,40;11,80;2.640,53;404,36;6.570,86;303,27;36.907,90;2.590,00;8.575,53;155,35;15,05;22,43;83,91;121,49;178,00;0,00;0,00;0,00;0,00;3.552,00;2.400,00;366.661.463,16;366.661.463,16;3.420.113.470,98;1,00;0,00;0,00;0,00;6.486,79;9.405,84
439;Purmerend;7;12.365,36;1.496,00;1.496,00;1.537,59;749,22;15.497,02;0,00;0,00;2,00;8.094,42;96.957,60;4.142,39;0,00;0,00;0,00;17.441,94;4,00;9.826,84;2.348,05;3.124,79;115,81;18.912,07;90.152,21;101.090,17;87.291,36;99.546,00;7.462,32;97.412,68;5.043,56;67,24;83,37;355,85;440,63;310,00;0,00;15,00;0,00;0,00;11.597,72;9.353,00;1.313.780.109,90;1.267.992.493,56;15.843.579.684,03;1,00;0,00;0,00;0,00;44.258,37;54.880,38
441;Schagen;7;7.304,91;845,00;845,00;462,89;325,32;7.738,66;0,00;0,00;8,00;3.604,21;48.905,40;3.549,67;0,00;0,00;0,00;8.485,38;23,00;4.384,25;1.506,20;1.967,99;73,99;2.761,09;17.326,85;45.884,83;21.511,99;31.569,14;7.775,06;20.277,29;1.012,36;142,50;173,85;310,36;368,80;414,00;1.511,00;6,00;0,00;0,00;20.499,66;16.803,00;739.812.509,75;677.079.870,03;7.739.669.469,25;1,00;0,00;0,00;0,00;26.164,24;31.135,45
532;Stede Broec;7;2.343,18;1.132,00;0,00;211,78;258,50;2.899,78;0,00;0,00;1,00;2.151,67;22.495,59;1.370,19;0,00;0,00;0,00;4.300,57;1,00;3.576,64;854,77;1.280,79;50,40;1.460,43;13.546,08;24.059,46;15.668,98;67.994,13;2.588,26;11.397,92;1.418,38;18,06;23,12;115,25;145,01;117,00;80,00;0,00;0,00;0,00;1.828,80;1.440,00;209.469.331,46;202.979.748,04;3.146.486.538,36;1,00;0,00;0,00;0,00;9.675,65;12.191,32
